date,min,max,mean,normal_min,normal_max
19860325,56,79,67.5,53.1,70.7
19860326,61,91,76,53.1,70.8
19860327,61,91,76,53.2,70.8
19860328,61,67,64,53.3,70.9
19860329,61,77,69,53.3,71
19860330,57,73,65,53.4,71.1
19860331,60,73,66.5,53.5,71.2
19860401,58,67,62.5,53.5,71.3
19860402,56,74,65,53.6,71.4
19860403,53,75,64,53.7,71.4
19860404,53,71,62,53.7,71.5
19860405,57,62,59.5,53.8,71.6
19860406,55,65,60,53.9,71.7
19860407,57,68,62.5,54,71.8
19860408,54,69,61.5,54,71.9
19860409,55,81,68,54.1,71.9
19860410,60,76,68,54.2,72
19860411,58,74,66,54.3,72.1
19860412,59,65,62,54.4,72.2
19860413,52,75,63.5,54.5,72.3
19860414,58,75,66.5,54.6,72.4
19860415,56,73,64.5,54.7,72.4
19860416,54,70,62,54.8,72.5
19860417,52,71,61.5,54.9,72.6
19860418,52,84,68,55,72.7
19860419,60,88,74,55.1,72.7
19860420,64,92,78,55.2,72.8
19860421,60,88,74,55.3,72.8
19860422,59,76,67.5,55.4,72.9
19860423,58,73,65.5,55.5,73
19860424,58,71,64.5,55.6,73
19860425,58,70,64,55.8,73.1
19860426,58,74,66,55.9,73.1
19860427,62,87,74.5,56,73.2
19860428,64,89,76.5,56.1,73.2
19860429,62,77,69.5,56.2,73.3
19860430,63,76,69.5,56.4,73.3
19860501,62,80,71,56.5,73.3
19860502,60,81,70.5,56.6,73.3
19860503,60,74,67,56.7,73.4
19860504,54,72,63,56.8,73.4
19860505,58,73,65.5,57,73.4
19860506,58,68,63,57.1,73.4
19860507,52,73,62.5,57.2,73.5
19860508,55,74,64.5,57.3,73.5
19860509,58,81,69.5,57.4,73.5
19860510,60,80,70,57.5,73.5
19860511,60,73,66.5,57.6,73.5
19860512,59,72,65.5,57.7,73.5
19860513,57,71,64,57.8,73.5
19860514,59,70,64.5,57.9,73.6
19860515,60,71,65.5,58,73.6
19860516,61,75,68,58.1,73.6
19860517,62,88,75,58.2,73.6
19860518,61,90,75.5,58.3,73.6
19860519,62,86,74,58.4,73.7
19860520,59,78,68.5,58.5,73.7
19860521,59,73,66,58.6,73.7
19860522,57,77,67,58.7,73.8
19860523,57,75,66,58.8,73.8
19860524,57,80,68.5,58.9,73.9
19860525,60,88,74,59,73.9
19860526,61,79,70,59.1,74
19860527,61,81,71,59.2,74.1
19860528,60,80,70,59.3,74.2
19860529,60,79,69.5,59.4,74.3
19860530,60,74,67,59.5,74.4
19860531,60,77,68.5,59.6,74.5
19860601,61,74,67.5,59.7,74.6
19860602,62,74,68,59.8,74.7
19860603,61,77,69,59.9,74.8
19860604,61,76,68.5,60,75
19860605,62,76,69,60.1,75.1
19860606,63,77,70,60.2,75.3
19860607,58,77,67.5,60.3,75.5
19860608,60,80,70,60.4,75.6
19860609,61,86,73.5,60.5,75.8
19860610,61,78,69.5,60.6,76
19860611,60,75,67.5,60.8,76.2
19860612,59,81,70,60.9,76.4
19860613,59,79,69,61,76.6
19860614,58,81,69.5,61.1,76.8
19860615,60,82,71,61.3,77
19860616,62,83,72.5,61.4,77.2
19860617,61,82,71.5,61.5,77.4
19860618,62,82,72,61.7,77.6
19860619,63,84,73.5,61.8,77.9
19860620,63,83,73,62,78.1
19860621,62,84,73,62.1,78.3
19860622,61,79,70,62.2,78.5
19860623,61,76,68.5,62.4,78.7
19860624,60,76,68,62.5,78.9
19860625,60,80,70,62.6,79.2
19860626,59,82,70.5,62.8,79.4
19860627,64,89,76.5,62.9,79.6
19860628,64,91,77.5,63.1,79.8
19860629,65,92,78.5,63.2,79.9
19860630,69,94,81.5,63.3,80.1
19860701,68,91,79.5,63.4,80.3
19860702,68,89,78.5,63.6,80.5
19860703,67,86,76.5,63.7,80.7
19860704,65,79,72,63.8,80.8
19860705,63,79,71,63.9,81
19860706,63,80,71.5,64,81.1
19860707,62,81,71.5,64.1,81.3
19860708,62,83,72.5,64.2,81.4
19860709,61,84,72.5,64.3,81.5
19860710,62,81,71.5,64.4,81.6
19860711,63,83,73,64.5,81.7
19860712,65,85,75,64.6,81.8
19860713,63,89,76,64.7,81.9
19860714,66,86,76,64.7,82
19860715,63,81,72,64.8,82.1
19860716,63,81,72,64.9,82.2
19860717,64,82,73,64.9,82.3
19860718,61,85,73,65,82.3
19860719,61,87,74,65,82.4
19860720,63,88,75.5,65.1,82.5
19860721,64,79,71.5,65.1,82.5
19860722,65,83,74,65.2,82.6
19860723,65,83,74,65.2,82.6
19860724,63,81,72,65.2,82.7
19860725,63,79,71,65.3,82.7
19860726,60,80,70,65.3,82.8
19860727,61,80,70.5,65.3,82.8
19860728,61,81,71,65.3,82.9
19860729,60,87,73.5,65.3,82.9
19860730,60,87,73.5,65.3,83
19860731,59,85,72,65.4,83
19860801,61,83,72,65.4,83.1
19860802,60,88,74,65.4,83.1
19860803,63,90,76.5,65.4,83.2
19860804,62,85,73.5,65.4,83.3
19860805,63,85,74,65.4,83.3
19860806,64,84,74,65.4,83.4
19860807,63,82,72.5,65.4,83.5
19860808,63,84,73.5,65.4,83.5
19860809,63,86,74.5,65.4,83.6
19860810,64,87,75.5,65.4,83.7
19860811,62,85,73.5,65.4,83.7
19860812,62,85,73.5,65.4,83.8
19860813,62,83,72.5,65.4,83.9
19860814,61,86,73.5,65.4,83.9
19860815,62,82,72,65.4,84
19860816,61,83,72,65.4,84.1
19860817,62,92,77,65.4,84.1
19860818,69,100,84.5,65.4,84.2
19860819,76,97,86.5,65.4,84.3
19860820,73,97,85,65.4,84.3
19860821,69,92,80.5,65.4,84.4
19860822,65,85,75,65.4,84.4
19860823,63,87,75,65.4,84.5
19860824,62,83,72.5,65.4,84.5
19860825,63,90,76.5,65.4,84.5
19860826,67,92,79.5,65.4,84.6
19860827,66,92,79,65.4,84.6
19860828,67,89,78,65.4,84.6
19860829,68,91,79.5,65.3,84.6
19860830,65,86,75.5,65.3,84.6
19860831,64,83,73.5,65.3,84.6
19860901,65,82,73.5,65.3,84.6
19860902,64,79,71.5,65.2,84.5
19860903,64,81,72.5,65.2,84.5
19860904,62,83,72.5,65.2,84.4
19860905,64,83,73.5,65.1,84.4
19860906,63,83,73,65.1,84.3
19860907,63,86,74.5,65,84.2
19860908,63,82,72.5,65,84.1
19860909,63,78,70.5,64.9,84
19860910,64,79,71.5,64.8,83.9
19860911,62,79,70.5,64.7,83.8
19860912,62,74,68,64.7,83.7
19860913,62,74,68,64.6,83.6
19860914,61,77,69,64.5,83.4
19860915,58,77,67.5,64.4,83.3
19860916,59,80,69.5,64.3,83.1
19860917,62,84,73,64.2,83
19860918,61,79,70,64.1,82.8
19860919,59,76,67.5,64,82.6
19860920,58,75,66.5,63.9,82.5
19860921,55,78,66.5,63.8,82.3
19860922,54,76,65,63.6,82.1
19860923,56,70,63,63.5,82
19860924,57,62,59.5,63.4,81.8
19860925,58,70,64,63.3,81.6
19860926,55,74,64.5,63.1,81.4
19860927,56,73,64.5,63,81.3
19860928,57,73,65,62.9,81.1
19860929,56,79,67.5,62.7,80.9
19860930,58,82,70,62.6,80.8
19861001,60,68,64,62.4,80.6
19861002,55,73,64,62.3,80.4
19861003,53,77,65,62.1,80.3
19861004,58,88,73,62,80.1
19861005,62,94,78,61.8,80
19861006,62,88,75,61.7,79.8
19861007,64,83,73.5,61.5,79.7
19861008,63,78,70.5,61.3,79.6
19861009,64,75,69.5,61.2,79.4
19861010,64,76,70,61,79.3
19861011,63,69,66,60.9,79.2
19861012,60,79,69.5,60.7,79.1
19861013,57,84,70.5,60.5,78.9
19861014,57,88,72.5,60.4,78.8
19861015,60,83,71.5,60.2,78.7
19861016,57,75,66,60,78.6
19861017,58,73,65.5,59.8,78.5
19861018,55,74,64.5,59.6,78.4
19861019,54,75,64.5,59.5,78.2
19861020,56,80,68,59.3,78.1
19861021,58,85,71.5,59.1,78
19861022,61,84,72.5,58.9,77.9
19861023,58,72,65,58.7,77.8
19861024,56,76,66,58.5,77.6
19861025,57,91,74,58.3,77.5
19861026,64,86,75,58.1,77.4
19861027,59,82,70.5,57.9,77.2
19861028,59,79,69,57.7,77.1
19861029,62,80,71,57.4,76.9
19861030,62,77,69.5,57.2,76.8
19861031,58,74,66,57,76.6
19861101,52,81,66.5,56.8,76.4
19861102,62,83,72.5,56.5,76.2
19861103,60,85,72.5,56.3,76
19861104,55,80,67.5,56,75.8
19861105,56,79,67.5,55.8,75.6
19861106,55,71,63,55.5,75.4
19861107,53,70,61.5,55.3,75.2
19861108,53,73,63,55,74.9
19861109,52,79,65.5,54.8,74.7
19861110,53,84,68.5,54.5,74.5
19861111,54,86,70,54.3,74.2
19861112,55,88,71.5,54,73.9
19861113,54,77,65.5,53.7,73.7
19861114,52,74,63,53.5,73.4
19861115,58,78,68,53.2,73.1
19861116,60,80,70,52.9,72.9
19861117,61,74,67.5,52.7,72.6
19861118,60,71,65.5,52.4,72.3
19861119,58,70,64,52.1,72
19861120,55,76,65.5,51.9,71.7
19861121,59,70,64.5,51.6,71.4
19861122,56,78,67,51.4,71.2
19861123,53,77,65,51.1,70.9
19861124,53,78,65.5,50.9,70.6
19861125,50,81,65.5,50.7,70.3
19861126,52,79,65.5,50.4,70.1
19861127,51,82,66.5,50.2,69.8
19861128,56,80,68,50,69.6
19861129,54,70,62,49.8,69.3
19861130,49,78,63.5,49.6,69.1
19861201,52,80,66,49.4,68.9
19861202,56,81,68.5,49.2,68.7
19861203,52,79,65.5,49.1,68.5
19861204,55,68,61.5,48.9,68.3
19861205,55,68,61.5,48.8,68.1
19861206,52,61,56.5,48.6,67.9
19861207,50,67,58.5,48.5,67.8
19861208,47,69,58,48.4,67.6
19861209,48,67,57.5,48.3,67.5
19861210,45,69,57,48.2,67.4
19861211,46,67,56.5,48.1,67.3
19861212,46,69,57.5,48,67.2
19861213,48,69,58.5,48,67.1
19861214,49,67,58,47.9,67
19861215,50,68,59,47.9,67
19861216,53,69,61,47.8,67
19861217,52,73,62.5,47.8,66.9
19861218,52,68,60,47.8,66.9
19861219,50,67,58.5,47.8,66.9
19861220,52,67,59.5,47.8,66.9
19861221,48,74,61,47.8,66.9
19861222,50,73,61.5,47.8,67
19861223,53,65,59,47.9,67
19861224,48,72,60,47.9,67
19861225,47,71,59,47.9,67.1
19861226,49,71,60,48,67.1
19861227,46,68,57,48,67.2
19861228,45,72,58.5,48,67.2
19861229,47,76,61.5,48.1,67.3
19861230,50,76,63,48.1,67.4
19861231,50,70,60,48.2,67.4
19870101,49,66,57.5,48.3,67.5
19870102,51,72,61.5,48.3,67.6
19870103,50,67,58.5,48.4,67.6
19870104,50,58,54,48.4,67.7
19870105,47,62,54.5,48.5,67.8
19870106,45,56,50.5,48.5,67.8
19870107,47,63,55,48.6,67.9
19870108,44,65,54.5,48.6,67.9
19870109,45,67,56,48.7,68
19870110,42,73,57.5,48.7,68
19870111,49,80,64.5,48.8,68.1
19870112,50,80,65,48.8,68.1
19870113,52,69,60.5,48.9,68.1
19870114,46,71,58.5,48.9,68.1
19870115,44,58,51,48.9,68.2
19870116,41,56,48.5,49,68.2
19870117,36,60,48,49,68.2
19870118,42,63,52.5,49,68.2
19870119,45,64,54.5,49.1,68.2
19870120,43,63,53,49.1,68.2
19870121,41,67,54,49.1,68.2
19870122,43,72,57.5,49.1,68.2
19870123,49,62,55.5,49.2,68.1
19870124,46,66,56,49.2,68.1
19870125,47,79,63,49.2,68.1
19870126,55,86,70.5,49.2,68.1
19870127,58,72,65,49.2,68.1
19870128,55,67,61,49.2,68
19870129,52,64,58,49.3,68
19870130,52,63,57.5,49.3,68
19870131,46,69,57.5,49.3,67.9
19870201,49,75,62,49.3,67.9
19870202,50,74,62,49.3,67.9
19870203,52,69,60.5,49.4,67.9
19870204,52,73,62.5,49.4,67.9
19870205,47,81,64,49.4,67.8
19870206,51,86,68.5,49.5,67.8
19870207,63,84,73.5,49.5,67.8
19870208,61,79,70,49.5,67.8
19870209,58,69,63.5,49.6,67.8
19870210,58,71,64.5,49.6,67.8
19870211,58,67,62.5,49.7,67.8
19870212,57,69,63,49.7,67.8
19870213,56,60,58,49.8,67.8
19870214,52,71,61.5,49.9,67.8
19870215,55,62,58.5,49.9,67.9
19870216,53,74,63.5,50,67.9
19870217,48,72,60,50.1,67.9
19870218,50,71,60.5,50.1,68
19870219,54,73,63.5,50.2,68
19870220,54,70,62,50.3,68.1
19870221,48,69,58.5,50.4,68.1
19870222,49,62,55.5,50.5,68.2
19870223,45,58,51.5,50.6,68.2
19870224,41,55,48,50.7,68.3
19870225,41,57,49,50.8,68.3
19870226,39,64,51.5,50.8,68.4
19870227,42,67,54.5,50.9,68.5
19870228,46,68,57,51,68.6
19870301,47,68,57.5,51.1,68.6
19870302,52,67,59.5,51.2,68.7
19870303,51,82,66.5,51.3,68.8
19870304,56,86,71,51.4,68.9
19870305,59,69,64,51.5,69
19870306,57,67,62,51.6,69
19870307,56,68,62,51.7,69.1
19870308,56,68,62,51.8,69.2
19870309,55,68,61.5,51.9,69.3
19870310,53,70,61.5,52,69.4
19870311,56,71,63.5,52.1,69.5
19870312,55,68,61.5,52.1,69.6
19870313,54,68,61,52.2,69.6
19870314,52,65,58.5,52.3,69.7
19870315,47,64,55.5,52.4,69.8
19870316,48,69,58.5,52.5,69.9
19870317,49,71,60,52.5,70
19870318,50,66,58,52.6,70.1
19870319,52,64,58,52.7,70.2
19870320,47,67,57,52.8,70.2
19870321,47,56,51.5,52.8,70.3
19870322,41,64,52.5,52.9,70.4
19870323,47,64,55.5,53,70.5
19870324,48,69,58.5,53,70.6
19870325,49,77,63,53.1,70.7
19870326,53,78,65.5,53.1,70.8
19870327,50,72,61,53.2,70.8
19870328,52,76,64,53.3,70.9
19870329,52,80,66,53.3,71
19870330,56,83,69.5,53.4,71.1
19870331,56,85,70.5,53.5,71.2
19870401,51,77,64,53.5,71.3
19870402,51,72,61.5,53.6,71.4
19870403,51,65,58,53.7,71.4
19870404,48,70,59,53.7,71.5
19870405,50,70,60,53.8,71.6
19870406,53,76,64.5,53.9,71.7
19870407,55,86,70.5,54,71.8
19870408,58,89,73.5,54,71.9
19870409,60,88,74,54.1,71.9
19870410,58,82,70,54.2,72
19870411,57,68,62.5,54.3,72.1
19870412,56,73,64.5,54.4,72.2
19870413,57,86,71.5,54.5,72.3
19870414,61,91,76,54.6,72.4
19870415,60,91,75.5,54.7,72.4
19870416,56,84,70,54.8,72.5
19870417,56,70,63,54.9,72.6
19870418,57,69,63,55,72.7
19870419,54,78,66,55.1,72.7
19870420,55,86,70.5,55.2,72.8
19870421,61,93,77,55.3,72.8
19870422,65,97,81,55.4,72.9
19870423,59,80,69.5,55.5,73
19870424,58,80,69,55.6,73
19870425,57,78,67.5,55.8,73.1
19870426,58,75,66.5,55.9,73.1
19870427,59,76,67.5,56,73.2
19870428,61,77,69,56.1,73.2
19870429,60,64,62,56.2,73.3
19870430,58,73,65.5,56.4,73.3
19870501,57,73,65,56.5,73.3
19870502,57,76,66.5,56.6,73.3
19870503,56,84,70,56.7,73.4
19870504,60,93,76.5,56.8,73.4
19870505,63,91,77,57,73.4
19870506,63,87,75,57.1,73.4
19870507,62,85,73.5,57.2,73.5
19870508,62,81,71.5,57.3,73.5
19870509,61,77,69,57.4,73.5
19870510,62,80,71,57.5,73.5
19870511,64,85,74.5,57.6,73.5
19870512,63,85,74,57.7,73.5
19870513,63,77,70,57.8,73.5
19870514,64,81,72.5,57.9,73.6
19870515,63,75,69,58,73.6
19870516,61,73,67,58.1,73.6
19870517,62,75,68.5,58.2,73.6
19870518,61,75,68,58.3,73.6
19870519,59,66,62.5,58.4,73.7
19870520,58,64,61,58.5,73.7
19870521,55,69,62,58.6,73.7
19870522,55,73,64,58.7,73.8
19870523,59,73,66,58.8,73.8
19870524,56,73,64.5,58.9,73.9
19870525,56,68,62,59,73.9
19870526,56,68,62,59.1,74
19870527,55,70,62.5,59.2,74.1
19870528,55,73,64,59.3,74.2
19870529,56,73,64.5,59.4,74.3
19870530,55,76,65.5,59.5,74.4
19870531,59,84,71.5,59.6,74.5
19870601,61,91,76,59.7,74.6
19870602,61,86,73.5,59.8,74.7
19870603,60,82,71,59.9,74.8
19870604,61,84,72.5,60,75
19870605,62,89,75.5,60.1,75.1
19870606,62,72,67,60.2,75.3
19870607,62,75,68.5,60.3,75.5
19870608,62,74,68,60.4,75.6
19870609,61,79,70,60.5,75.8
19870610,62,79,70.5,60.6,76
19870611,59,75,67,60.8,76.2
19870612,57,75,66,60.9,76.4
19870613,58,74,66,61,76.6
19870614,58,75,66.5,61.1,76.8
19870615,56,76,66,61.3,77
19870616,58,81,69.5,61.4,77.2
19870617,58,81,69.5,61.5,77.4
19870618,58,80,69,61.7,77.6
19870619,59,79,69,61.8,77.9
19870620,59,78,68.5,62,78.1
19870621,61,77,69,62.1,78.3
19870622,61,83,72,62.2,78.5
19870623,62,81,71.5,62.4,78.7
19870624,63,82,72.5,62.5,78.9
19870625,64,82,73,62.6,79.2
19870626,61,77,69,62.8,79.4
19870627,60,78,69,62.9,79.6
19870628,59,78,68.5,63.1,79.8
19870629,60,77,68.5,63.2,79.9
19870630,60,75,67.5,63.3,80.1
19870701,59,76,67.5,63.4,80.3
19870702,60,77,68.5,63.6,80.5
19870703,60,80,70,63.7,80.7
19870704,59,82,70.5,63.8,80.8
19870705,62,80,71,63.9,81
19870706,62,79,70.5,64,81.1
19870707,60,79,69.5,64.1,81.3
19870708,62,73,67.5,64.2,81.4
19870709,62,78,70,64.3,81.5
19870710,62,72,67,64.4,81.6
19870711,62,80,71,64.5,81.7
19870712,63,82,72.5,64.6,81.8
19870713,61,82,71.5,64.7,81.9
19870714,62,83,72.5,64.7,82
19870715,64,80,72,64.8,82.1
19870716,62,70,66,64.9,82.2
19870717,60,75,67.5,64.9,82.3
19870718,60,79,69.5,65,82.3
19870719,59,83,71,65,82.4
19870720,59,80,69.5,65.1,82.5
19870721,61,77,69,65.1,82.5
19870722,59,79,69,65.2,82.6
19870723,60,80,70,65.2,82.6
19870724,61,83,72,65.2,82.7
19870725,60,84,72,65.3,82.7
19870726,61,88,74.5,65.3,82.8
19870727,64,84,74,65.3,82.8
19870728,63,83,73,65.3,82.9
19870729,63,83,73,65.3,82.9
19870730,62,88,75,65.3,83
19870731,62,94,78,65.4,83
19870801,66,93,79.5,65.4,83.1
19870802,67,92,79.5,65.4,83.1
19870803,66,91,78.5,65.4,83.2
19870804,66,89,77.5,65.4,83.3
19870805,67,87,77,65.4,83.3
19870806,67,87,77,65.4,83.4
19870807,65,88,76.5,65.4,83.5
19870808,65,84,74.5,65.4,83.5
19870809,63,85,74,65.4,83.6
19870810,65,84,74.5,65.4,83.7
19870811,65,85,75,65.4,83.7
19870812,64,82,73,65.4,83.8
19870813,62,76,69,65.4,83.9
19870814,62,68,65,65.4,83.9
19870815,63,78,70.5,65.4,84
19870816,58,79,68.5,65.4,84.1
19870817,60,77,68.5,65.4,84.1
19870818,61,78,69.5,65.4,84.2
19870819,60,86,73,65.4,84.3
19870820,62,84,73,65.4,84.3
19870821,62,84,73,65.4,84.4
19870822,60,82,71,65.4,84.4
19870823,58,85,71.5,65.4,84.5
19870824,59,81,70,65.4,84.5
19870825,62,78,70,65.4,84.5
19870826,61,79,70,65.4,84.6
19870827,62,82,72,65.4,84.6
19870828,64,85,74.5,65.4,84.6
19870829,63,82,72.5,65.3,84.6
19870830,63,82,72.5,65.3,84.6
19870831,63,84,73.5,65.3,84.6
19870901,65,101,83,65.3,84.6
19870902,71,101,86,65.2,84.5
19870903,67,88,77.5,65.2,84.5
19870904,64,85,74.5,65.2,84.4
19870905,64,84,74,65.1,84.4
19870906,59,85,72,65.1,84.3
19870907,60,87,73.5,65,84.2
19870908,64,93,78.5,65,84.1
19870909,68,88,78,64.9,84
19870910,63,84,73.5,64.8,83.9
19870911,64,79,71.5,64.7,83.8
19870912,65,72,68.5,64.7,83.7
19870913,63,76,69.5,64.6,83.6
19870914,60,79,69.5,64.5,83.4
19870915,63,84,73.5,64.4,83.3
19870916,63,84,73.5,64.3,83.1
19870917,64,82,73,64.2,83
19870918,63,81,72,64.1,82.8
19870919,62,84,73,64,82.6
19870920,60,86,73,63.9,82.5
19870921,64,94,79,63.8,82.3
19870922,65,99,82,63.6,82.1
19870923,68,89,78.5,63.5,82
19870924,66,84,75,63.4,81.8
19870925,65,82,73.5,63.3,81.6
19870926,66,80,73,63.1,81.4
19870927,65,84,74.5,63,81.3
19870928,64,85,74.5,62.9,81.1
19870929,66,87,76.5,62.7,80.9
19870930,68,93,80.5,62.6,80.8
19871001,70,94,82,62.4,80.6
19871002,69,97,83,62.3,80.4
19871003,72,108,90,62.1,80.3
19871004,76,108,92,62,80.1
19871005,69,95,82,61.8,80
19871006,65,86,75.5,61.7,79.8
19871007,64,79,71.5,61.5,79.7
19871008,63,77,70,61.3,79.6
19871009,64,76,70,61.2,79.4
19871010,63,76,69.5,61,79.3
19871011,62,82,72,60.9,79.2
19871012,61,71,66,60.7,79.1
19871013,58,71,64.5,60.5,78.9
19871014,62,74,68,60.4,78.8
19871015,60,73,66.5,60.2,78.7
19871016,58,77,67.5,60,78.6
19871017,63,77,70,59.8,78.5
19871018,64,70,67,59.6,78.4
19871019,61,71,66,59.5,78.2
19871020,58,71,64.5,59.3,78.1
19871021,60,79,69.5,59.1,78
19871022,65,69,67,58.9,77.9
19871023,61,73,67,58.7,77.8
19871024,63,76,69.5,58.5,77.6
19871025,62,82,72,58.3,77.5
19871026,65,92,78.5,58.1,77.4
19871027,69,91,80,57.9,77.2
19871028,66,78,72,57.7,77.1
19871029,61,72,66.5,57.4,76.9
19871030,59,73,66,57.2,76.8
19871031,58,65,61.5,57,76.6
19871101,62,71,66.5,56.8,76.4
19871102,59,68,63.5,56.5,76.2
19871103,55,71,63,56.3,76
19871104,57,67,62,56,75.8
19871105,54,63,58.5,55.8,75.6
19871106,53,69,61,55.5,75.4
19871107,53,70,61.5,55.3,75.2
19871108,54,77,65.5,55,74.9
19871109,56,80,68,54.8,74.7
19871110,60,85,72.5,54.5,74.5
19871111,61,85,73,54.3,74.2
19871112,59,80,69.5,54,73.9
19871113,58,68,63,53.7,73.7
19871114,55,73,64,53.5,73.4
19871115,50,72,61,53.2,73.1
19871116,51,70,60.5,52.9,72.9
19871117,55,63,59,52.7,72.6
19871118,55,78,66.5,52.4,72.3
19871119,57,82,69.5,52.1,72
19871120,56,78,67,51.9,71.7
19871121,55,70,62.5,51.6,71.4
19871122,51,70,60.5,51.4,71.2
19871123,50,69,59.5,51.1,70.9
19871124,50,76,63,50.9,70.6
19871125,50,70,60,50.7,70.3
19871126,45,70,57.5,50.4,70.1
19871127,48,73,60.5,50.2,69.8
19871128,47,65,56,50,69.6
19871129,47,66,56.5,49.8,69.3
19871130,48,64,56,49.6,69.1
19871201,48,66,57,49.4,68.9
19871202,50,68,59,49.2,68.7
19871203,52,75,63.5,49.1,68.5
19871204,55,60,57.5,48.9,68.3
19871205,52,64,58,48.8,68.1
19871206,52,66,59,48.6,67.9
19871207,54,70,62,48.5,67.8
19871208,52,67,59.5,48.4,67.6
19871209,50,68,59,48.3,67.5
19871210,53,78,65.5,48.2,67.4
19871211,53,74,63.5,48.1,67.3
19871212,52,67,59.5,48,67.2
19871213,47,58,52.5,48,67.1
19871214,42,61,51.5,47.9,67
19871215,41,57,49,47.9,67
19871216,42,53,47.5,47.8,67
19871217,48,55,51.5,47.8,66.9
19871218,40,66,53,47.8,66.9
19871219,49,60,54.5,47.8,66.9
19871220,43,65,54,47.8,66.9
19871221,47,70,58.5,47.8,66.9
19871222,47,62,54.5,47.8,67
19871223,45,57,51,47.9,67
19871224,40,52,46,47.9,67
19871225,41,57,49,47.9,67.1
19871226,35,56,45.5,48,67.1
19871227,38,57,47.5,48,67.2
19871228,42,58,50,48,67.2
19871229,44,52,48,48.1,67.3
19871230,39,55,47,48.1,67.4
19871231,40,63,51.5,48.2,67.4
19880101,39,66,52.5,48.3,67.5
19880102,45,66,55.5,48.3,67.6
19880103,51,65,58,48.4,67.6
19880104,53,67,60,48.4,67.7
19880105,49,57,53,48.5,67.8
19880106,45,61,53,48.5,67.8
19880107,47,63,55,48.6,67.9
19880108,48,62,55,48.6,67.9
19880109,47,68,57.5,48.7,68
19880110,49,77,63,48.7,68
19880111,50,64,57,48.8,68.1
19880112,51,71,61,48.8,68.1
19880113,50,75,62.5,48.9,68.1
19880114,52,80,66,48.9,68.1
19880115,53,62,57.5,48.9,68.2
19880116,49,62,55.5,49,68.2
19880117,48,56,52,49,68.2
19880118,50,60,55,49,68.2
19880119,46,64,55,49.1,68.2
19880120,40,64,52,49.1,68.2
19880121,39,65,52,49.1,68.2
19880122,46,67,56.5,49.1,68.2
19880123,45,72,58.5,49.2,68.1
19880124,47,83,65,49.2,68.1
19880125,51,79,65,49.2,68.1
19880126,56,84,70,49.2,68.1
19880127,59,80,69.5,49.2,68.1
19880128,57,77,67,49.2,68
19880129,50,66,58,49.3,68
19880130,48,62,55,49.3,68
19880131,49,60,54.5,49.3,67.9
19880201,50,59,54.5,49.3,67.9
19880202,47,60,53.5,49.3,67.9
19880203,44,68,56,49.4,67.9
19880204,43,72,57.5,49.4,67.9
19880205,44,75,59.5,49.4,67.8
19880206,46,76,61,49.5,67.8
19880207,49,77,63,49.5,67.8
19880208,51,78,64.5,49.5,67.8
19880209,52,85,68.5,49.6,67.8
19880210,58,88,73,49.6,67.8
19880211,55,85,70,49.7,67.8
19880212,56,85,70.5,49.7,67.8
19880213,52,75,63.5,49.8,67.8
19880214,51,79,65,49.9,67.8
19880215,55,80,67.5,49.9,67.9
19880216,47,71,59,50,67.9
19880217,53,74,63.5,50.1,67.9
19880218,48,69,58.5,50.1,68
19880219,55,74,64.5,50.2,68
19880220,50,75,62.5,50.3,68.1
19880221,50,79,64.5,50.4,68.1
19880222,51,72,61.5,50.5,68.2
19880223,52,69,60.5,50.6,68.2
19880224,50,76,63,50.7,68.3
19880225,55,82,68.5,50.8,68.3
19880226,60,70,65,50.8,68.4
19880227,58,71,64.5,50.9,68.5
19880228,58,67,62.5,51,68.6
19880229,55,61,58,51.1,68.6
19880301,50,60,55,51.1,68.6
19880302,48,70,59,51.2,68.7
19880303,51,69,60,51.3,68.8
19880304,55,66,60.5,51.4,68.9
19880305,51,66,58.5,51.5,69
19880306,54,64,59,51.6,69
19880307,57,71,64,51.7,69.1
19880308,53,72,62.5,51.8,69.2
19880309,53,73,63,51.9,69.3
19880310,54,70,62,52,69.4
19880311,47,68,57.5,52.1,69.5
19880312,47,72,59.5,52.1,69.6
19880313,48,76,62,52.2,69.6
19880314,51,75,63,52.3,69.7
19880315,49,65,57,52.4,69.8
19880316,53,65,59,52.5,69.9
19880317,50,77,63.5,52.5,70
19880318,53,81,67,52.6,70.1
19880319,57,89,73,52.7,70.2
19880320,59,89,74,52.8,70.2
19880321,56,78,67,52.8,70.3
19880322,56,71,63.5,52.9,70.4
19880323,55,73,64,53,70.5
19880324,55,94,74.5,53,70.6
19880325,67,96,81.5,53.1,70.7
19880326,67,98,82.5,53.1,70.8
19880327,60,82,71,53.2,70.8
19880328,60,80,70,53.3,70.9
19880329,60,81,70.5,53.3,71
19880330,54,71,62.5,53.4,71.1
19880331,55,76,65.5,53.5,71.2
19880401,53,80,66.5,53.5,71.3
19880402,54,77,65.5,53.6,71.4
19880403,52,76,64,53.7,71.4
19880404,56,70,63,53.7,71.5
19880405,57,84,70.5,53.8,71.6
19880406,61,87,74,53.9,71.7
19880407,62,83,72.5,54,71.8
19880408,59,78,68.5,54,71.9
19880409,57,88,72.5,54.1,71.9
19880410,63,93,78,54.2,72
19880411,60,88,74,54.3,72.1
19880412,60,82,71,54.4,72.2
19880413,58,76,67,54.5,72.3
