date,min,max,mean,normal_min,normal_max
18860726,52,83,67.5,65.3,82.8
18860727,57,80,68.5,65.3,82.8
18860728,55,80,67.5,65.3,82.9
18860729,55,81,68,65.3,82.9
18860730,56,80,68,65.3,83
18860731,56,85,70.5,65.4,83
18860801,59,84,71.5,65.4,83.1
18860802,60,88,74,65.4,83.1
18860803,58,92,75,65.4,83.2
18860804,56,90,73,65.4,83.3
18860805,58,89,73.5,65.4,83.3
18860806,62,87,74.5,65.4,83.4
18860807,62,92,77,65.4,83.5
18860808,60,92,76,65.4,83.5
18860809,60,92,76,65.4,83.6
18860810,61,98,79.5,65.4,83.7
18860811,66,94,80,65.4,83.7
18860812,66,93,79.5,65.4,83.8
18860813,61,93,77,65.4,83.9
18860814,64,88,76,65.4,83.9
18860815,65,87,76,65.4,84
18860816,65,79,72,65.4,84.1
18860817,62,85,73.5,65.4,84.1
18860818,59,87,73,65.4,84.2
18860819,58,89,73.5,65.4,84.3
18860820,56,91,73.5,65.4,84.3
18860821,55,91,73,65.4,84.4
18860822,56,88,72,65.4,84.4
18860823,54,85,69.5,65.4,84.5
18860824,54,86,70,65.4,84.5
18860825,54,89,71.5,65.4,84.5
18860826,58,88,73,65.4,84.6
18860827,61,94,77.5,65.4,84.6
18860828,65,92,78.5,65.4,84.6
18860829,63,92,77.5,65.3,84.6
18860830,62,85,73.5,65.3,84.6
18860831,58,85,71.5,65.3,84.6
18860901,55,80,67.5,65.3,84.6
18860902,52,82,67,65.2,84.5
18860903,58,80,69,65.2,84.5
18860904,61,78,69.5,65.2,84.4
18860905,62,76,69,65.1,84.4
18860906,59,76,67.5,65.1,84.3
18860907,58,79,68.5,65,84.2
18860908,52,83,67.5,65,84.1
18860909,51,87,69,64.9,84
18860910,52,90,71,64.8,83.9
18860911,51,91,71,64.7,83.8
18860912,55,88,71.5,64.7,83.7
18860913,53,87,70,64.6,83.6
18860914,51,83,67,64.5,83.4
18860915,49,81,65,64.4,83.3
18860916,57,79,68,64.3,83.1
18860917,57,75,66,64.2,83
18860918,55,83,69,64.1,82.8
18860919,56,83,69.5,64,82.6
18860920,57,83,70,63.9,82.5
18860921,55,79,67,63.8,82.3
18860922,54,81,67.5,63.6,82.1
18860923,60,77,68.5,63.5,82
18860924,61,75,68,63.4,81.8
18860925,55,73,64,63.3,81.6
18860926,53,72,62.5,63.1,81.4
18860927,55,74,64.5,63,81.3
18860928,54,76,65,62.9,81.1
18860929,56,73,64.5,62.7,80.9
18860930,48,71,59.5,62.6,80.8
18861001,51,74,62.5,62.4,80.6
18861002,45,76,60.5,62.3,80.4
18861003,55,73,64,62.1,80.3
18861004,56,69,62.5,62,80.1
18861005,57,69,63,61.8,80
18861006,55,73,64,61.7,79.8
18861007,50,78,64,61.5,79.7
18861008,55,76,65.5,61.3,79.6
18861009,56,67,61.5,61.2,79.4
18861010,46,69,57.5,61,79.3
18861011,43,68,55.5,60.9,79.2
18861012,43,70,56.5,60.7,79.1
18861013,42,78,60,60.5,78.9
18861014,49,80,64.5,60.4,78.8
18861015,48,80,64,60.2,78.7
18861016,45,76,60.5,60,78.6
18861017,46,67,56.5,59.8,78.5
18861018,50,69,59.5,59.6,78.4
18861019,49,67,58,59.5,78.2
18861020,43,68,55.5,59.3,78.1
18861021,50,70,60,59.1,78
18861022,43,69,56,58.9,77.9
18861023,45,74,59.5,58.7,77.8
18861024,43,75,59,58.5,77.6
18861025,43,82,62.5,58.3,77.5
18861026,46,79,62.5,58.1,77.4
18861027,41,70,55.5,57.9,77.2
18861028,55,69,62,57.7,77.1
18861029,55,63,59,57.4,76.9
18861030,48,65,56.5,57.2,76.8
18861031,42,61,51.5,57,76.6
18861101,38,65,51.5,56.8,76.4
18861102,36,74,55,56.5,76.2
18861103,41,80,60.5,56.3,76
18861104,50,85,67.5,56,75.8
18861105,42,67,54.5,55.8,75.6
18861106,48,70,59,55.5,75.4
18861107,44,66,55,55.3,75.2
18861108,42,66,54,55,74.9
18861109,43,63,53,54.8,74.7
18861110,45,65,55,54.5,74.5
18861111,49,72,60.5,54.3,74.2
18861112,45,73,59,54,73.9
18861113,38,77,57.5,53.7,73.7
18861114,40,74,57,53.5,73.4
18861115,42,69,55.5,53.2,73.1
18861116,36,65,50.5,52.9,72.9
18861117,36,66,51,52.7,72.6
18861118,40,64,52,52.4,72.3
18861119,34,66,50,52.1,72
18861120,42,60,51,51.9,71.7
18861121,46,59,52.5,51.6,71.4
18861122,40,58,49,51.4,71.2
18861123,39,62,50.5,51.1,70.9
18861124,44,70,57,50.9,70.6
18861125,50,74,62,50.7,70.3
18861126,46,80,63,50.4,70.1
18861127,48,81,64.5,50.2,69.8
18861128,48,84,66,50,69.6
18861129,52,82,67,49.8,69.3
18861130,45,77,61,49.6,69.1
18861201,40,66,53,49.4,68.9
18861202,44,60,52,49.2,68.7
18861203,37,58,47.5,49.1,68.5
18861204,39,63,51,48.9,68.3
18861205,47,64,55.5,48.8,68.1
18861206,47,63,55,48.6,67.9
18861207,40,61,50.5,48.5,67.8
18861208,42,64,53,48.4,67.6
18861209,51,62,56.5,48.3,67.5
18861210,46,61,53.5,48.2,67.4
18861211,39,62,50.5,48.1,67.3
18861212,43,71,57,48,67.2
18861213,47,81,64,48,67.1
18861214,54,85,69.5,47.9,67
18861215,58,82,70,47.9,67
18861216,46,75,60.5,47.8,67
18861217,44,70,57,47.8,66.9
18861218,50,81,65.5,47.8,66.9
18861219,58,85,71.5,47.8,66.9
18861220,46,72,59,47.8,66.9
18861221,52,62,57,47.8,66.9
18861222,38,59,48.5,47.8,67
18861223,45,64,54.5,47.9,67
18861224,44,70,57,47.9,67
18861225,39,69,54,47.9,67.1
18861226,38,60,49,48,67.1
18861227,47,59,53,48,67.2
18861228,45,62,53.5,48,67.2
18861229,44,58,51,48.1,67.3
18861230,52,63,57.5,48.1,67.4
18861231,45,77,61,48.2,67.4
18870101,53,77,65,48.3,67.5
18870102,54,80,67,48.3,67.6
18870103,45,76,60.5,48.4,67.6
18870104,50,76,63,48.4,67.7
18870105,46,72,59,48.5,67.8
18870106,45,73,59,48.5,67.8
18870107,38,64,51,48.6,67.9
18870108,39,62,50.5,48.6,67.9
18870109,44,66,55,48.7,68
18870110,36,64,50,48.7,68
18870111,35,65,50,48.8,68.1
18870112,33,60,46.5,48.8,68.1
18870113,40,62,51,48.9,68.1
18870114,42,65,53.5,48.9,68.1
18870115,40,62,51,48.9,68.2
18870116,49,65,57,49,68.2
18870117,44,73,58.5,49,68.2
18870118,46,74,60,49,68.2
18870119,42,60,51,49.1,68.2
18870120,45,62,53.5,49.1,68.2
18870121,40,59,49.5,49.1,68.2
18870122,40,65,52.5,49.1,68.2
18870123,44,71,57.5,49.2,68.1
18870124,44,69,56.5,49.2,68.1
18870125,36,74,55,49.2,68.1
18870126,46,68,57,49.2,68.1
18870127,45,62,53.5,49.2,68.1
18870128,38,68,53,49.2,68
18870129,40,70,55,49.3,68
18870130,42,74,58,49.3,68
18870131,37,64,50.5,49.3,67.9
18870201,48,60,54,49.3,67.9
18870202,48,60,54,49.3,67.9
18870203,36,61,48.5,49.4,67.9
18870204,35,60,47.5,49.4,67.9
18870205,41,56,48.5,49.4,67.8
18870206,41,51,46,49.5,67.8
18870207,43,55,49,49.5,67.8
18870208,45,53,49,49.5,67.8
18870209,48,58,53,49.6,67.8
18870210,38,59,48.5,49.6,67.8
18870211,41,60,50.5,49.7,67.8
18870212,41,62,51.5,49.7,67.8
18870213,44,60,52,49.8,67.8
18870214,46,54,50,49.9,67.8
18870215,42,53,47.5,49.9,67.9
18870216,45,58,51.5,50,67.9
18870217,38,59,48.5,50.1,67.9
18870218,40,60,50,50.1,68
18870219,37,59,48,50.2,68
18870220,41,59,50,50.3,68.1
18870221,36,58,47,50.4,68.1
18870222,40,56,48,50.5,68.2
18870223,39,62,50.5,50.6,68.2
18870224,39,62,50.5,50.7,68.3
18870225,40,62,51,50.8,68.3
18870226,44,73,58.5,50.8,68.4
18870227,47,78,62.5,50.9,68.5
18870228,55,82,68.5,51,68.6
18870301,48,77,62.5,51.1,68.6
18870302,42,72,57,51.2,68.7
18870303,50,60,55,51.3,68.8
18870304,45,62,53.5,51.4,68.9
18870305,44,64,54,51.5,69
18870306,44,68,56,51.6,69
18870307,43,68,55.5,51.7,69.1
18870308,42,74,58,51.8,69.2
18870309,49,85,67,51.9,69.3
18870310,49,85,67,52,69.4
18870311,47,76,61.5,52.1,69.5
18870312,44,72,58,52.1,69.6
18870313,48,64,56,52.2,69.6
18870314,41,70,55.5,52.3,69.7
18870315,48,75,61.5,52.4,69.8
18870316,42,68,55,52.5,69.9
18870317,52,66,59,52.5,70
18870318,48,67,57.5,52.6,70.1
18870319,43,68,55.5,52.7,70.2
18870320,44,76,60,52.8,70.2
18870321,43,79,61,52.8,70.3
18870322,52,84,68,52.9,70.4
18870323,52,84,68,53,70.5
18870324,45,74,59.5,53,70.6
18870325,46,66,56,53.1,70.7
18870326,48,69,58.5,53.1,70.8
18870327,46,78,62,53.2,70.8
18870328,50,83,66.5,53.3,70.9
18870329,45,73,59,53.3,71
18870330,53,69,61,53.4,71.1
18870331,44,75,59.5,53.5,71.2
18870401,46,79,62.5,53.5,71.3
18870402,47,77,62,53.6,71.4
18870403,53,72,62.5,53.7,71.4
18870404,55,68,61.5,53.7,71.5
18870405,55,72,63.5,53.8,71.6
18870406,50,69,59.5,53.9,71.7
18870407,55,66,60.5,54,71.8
18870408,45,70,57.5,54,71.9
18870409,49,65,57,54.1,71.9
18870410,46,64,55,54.2,72
18870411,40,62,51,54.3,72.1
18870412,42,67,54.5,54.4,72.2
18870413,44,62,53,54.5,72.3
18870414,50,55,52.5,54.6,72.4
18870415,44,60,52,54.7,72.4
18870416,46,67,56.5,54.8,72.5
18870417,52,63,57.5,54.9,72.6
18870418,49,67,58,55,72.7
18870419,47,71,59,55.1,72.7
18870420,47,71,59,55.2,72.8
18870421,50,75,62.5,55.3,72.8
18870422,50,81,65.5,55.4,72.9
18870423,51,84,67.5,55.5,73
18870424,51,87,69,55.6,73
18870425,55,86,70.5,55.8,73.1
18870426,51,83,67,55.9,73.1
18870427,54,74,64,56,73.2
18870428,56,70,63,56.1,73.2
18870429,55,67,61,56.2,73.3
18870430,52,69,60.5,56.4,73.3
18870501,49,77,63,56.5,73.3
18870502,49,85,67,56.6,73.3
18870503,53,92,72.5,56.7,73.4
18870504,53,90,71.5,56.8,73.4
18870505,48,78,63,57,73.4
18870506,56,69,62.5,57.1,73.4
18870507,57,74,65.5,57.2,73.5
18870508,47,77,62,57.3,73.5
18870509,47,76,61.5,57.4,73.5
18870510,52,74,63,57.5,73.5
18870511,48,75,61.5,57.6,73.5
18870512,44,77,60.5,57.7,73.5
18870513,49,87,68,57.8,73.5
18870514,56,91,73.5,57.9,73.6
18870515,50,82,66,58,73.6
18870516,49,78,63.5,58.1,73.6
18870517,50,75,62.5,58.2,73.6
18870518,51,75,63,58.3,73.6
18870519,53,72,62.5,58.4,73.7
18870520,53,70,61.5,58.5,73.7
18870521,48,72,60,58.6,73.7
18870522,54,74,64,58.7,73.8
18870523,52,70,61,58.8,73.8
18870524,53,71,62,58.9,73.9
18870525,49,73,61,59,73.9
18870526,53,73,63,59.1,74
18870527,56,78,67,59.2,74.1
18870528,52,82,67,59.3,74.2
18870529,57,82,69.5,59.4,74.3
18870530,54,81,67.5,59.5,74.4
18870531,54,80,67,59.6,74.5
18870601,56,77,66.5,59.7,74.6
18870602,58,70,64,59.8,74.7
18870603,58,74,66,59.9,74.8
18870604,58,73,65.5,60,75
18870605,56,77,66.5,60.1,75.1
18870606,47,79,63,60.2,75.3
18870607,48,80,64,60.3,75.5
18870608,49,83,66,60.4,75.6
18870609,52,82,67,60.5,75.8
18870610,52,81,66.5,60.6,76
18870611,50,83,66.5,60.8,76.2
18870612,57,77,67,60.9,76.4
18870613,54,75,64.5,61,76.6
18870614,51,79,65,61.1,76.8
18870615,50,84,67,61.3,77
18870616,53,100,76.5,61.4,77.2
18870617,59,91,75,61.5,77.4
18870618,58,80,69,61.7,77.6
18870619,58,78,68,61.8,77.9
18870620,61,81,71,62,78.1
18870621,54,80,67,62.1,78.3
18870622,56,81,68.5,62.2,78.5
18870623,55,85,70,62.4,78.7
18870624,56,81,68.5,62.5,78.9
18870625,58,76,67,62.6,79.2
18870626,54,85,69.5,62.8,79.4
18870627,51,85,68,62.9,79.6
18870628,52,85,68.5,63.1,79.8
18870629,54,88,71,63.2,79.9
18870630,56,84,70,63.3,80.1
18870701,56,85,70.5,63.4,80.3
18870702,51,85,68,63.6,80.5
18870703,53,84,68.5,63.7,80.7
18870704,56,83,69.5,63.8,80.8
18870705,53,86,69.5,63.9,81
18870706,62,89,75.5,64,81.1
18870707,58,85,71.5,64.1,81.3
18870708,59,85,72,64.2,81.4
18870709,62,83,72.5,64.3,81.5
18870710,63,80,71.5,64.4,81.6
18870711,60,80,70,64.5,81.7
18870712,60,82,71,64.6,81.8
18870713,61,76,68.5,64.7,81.9
18870714,61,79,70,64.7,82
18870715,62,74,68,64.8,82.1
18870716,62,78,70,64.9,82.2
18870717,60,78,69,64.9,82.3
18870718,60,82,71,65,82.3
18870719,55,82,68.5,65,82.4
18870720,54,88,71,65.1,82.5
18870721,56,96,76,65.1,82.5
18870722,63,98,80.5,65.2,82.6
18870723,66,97,81.5,65.2,82.6
18870724,61,87,74,65.2,82.7
18870725,65,89,77,65.3,82.7
18870726,61,83,72,65.3,82.8
18870727,60,83,71.5,65.3,82.8
18870728,56,83,69.5,65.3,82.9
18870729,54,83,68.5,65.3,82.9
18870730,60,84,72,65.3,83
18870731,57,85,71,65.4,83
18870801,54,82,68,65.4,83.1
18870802,58,82,70,65.4,83.1
18870803,58,82,70,65.4,83.2
18870804,57,82,69.5,65.4,83.3
18870805,52,83,67.5,65.4,83.3
18870806,56,87,71.5,65.4,83.4
18870807,54,84,69,65.4,83.5
18870808,60,79,69.5,65.4,83.5
18870809,58,85,71.5,65.4,83.6
18870810,59,79,69,65.4,83.7
18870811,56,83,69.5,65.4,83.7
18870812,56,82,69,65.4,83.8
18870813,57,84,70.5,65.4,83.9
18870814,54,82,68,65.4,83.9
18870815,53,81,67,65.4,84
18870816,58,84,71,65.4,84.1
18870817,52,82,67,65.4,84.1
18870818,52,84,68,65.4,84.2
18870819,58,92,75,65.4,84.3
18870820,62,94,78,65.4,84.3
18870821,58,94,76,65.4,84.4
18870822,60,87,73.5,65.4,84.4
18870823,62,84,73,65.4,84.5
18870824,62,81,71.5,65.4,84.5
18870825,60,80,70,65.4,84.5
18870826,59,78,68.5,65.4,84.6
18870827,60,80,70,65.4,84.6
18870828,59,81,70,65.4,84.6
18870829,62,76,69,65.3,84.6
18870830,61,73,67,65.3,84.6
18870831,56,78,67,65.3,84.6
18870901,57,79,68,65.3,84.6
18870902,56,79,67.5,65.2,84.5
18870903,59,78,68.5,65.2,84.5
18870904,61,72,66.5,65.2,84.4
18870905,61,76,68.5,65.1,84.4
18870906,52,78,65,65.1,84.3
18870907,52,81,66.5,65,84.2
18870908,49,84,66.5,65,84.1
18870909,50,86,68,64.9,84
18870910,61,90,75.5,64.8,83.9
18870911,66,91,78.5,64.7,83.8
18870912,64,82,73,64.7,83.7
18870913,59,82,70.5,64.6,83.6
18870914,59,83,71,64.5,83.4
18870915,55,84,69.5,64.4,83.3
18870916,58,82,70,64.3,83.1
18870917,55,85,70,64.2,83
18870918,53,88,70.5,64.1,82.8
18870919,49,86,67.5,64,82.6
18870920,52,86,69,63.9,82.5
18870921,61,86,73.5,63.8,82.3
18870922,65,80,72.5,63.6,82.1
18870923,62,77,69.5,63.5,82
18870924,58,77,67.5,63.4,81.8
18870925,56,78,67,63.3,81.6
18870926,61,81,71,63.1,81.4
18870927,59,79,69,63,81.3
18870928,53,84,68.5,62.9,81.1
18870929,58,77,67.5,62.7,80.9
18870930,53,78,65.5,62.6,80.8
18871001,57,77,67,62.4,80.6
18871002,57,76,66.5,62.3,80.4
18871003,54,77,65.5,62.1,80.3
18871004,53,78,65.5,62,80.1
18871005,49,79,64,61.8,80
18871006,55,73,64,61.7,79.8
18871007,57,78,67.5,61.5,79.7
18871008,63,83,73,61.3,79.6
18871009,47,80,63.5,61.2,79.4
18871010,53,82,67.5,61,79.3
18871011,56,73,64.5,60.9,79.2
18871012,49,73,61,60.7,79.1
18871013,49,72,60.5,60.5,78.9
18871014,49,73,61,60.4,78.8
18871015,52,68,60,60.2,78.7
18871016,56,71,63.5,60,78.6
18871017,52,72,62,59.8,78.5
18871018,49,85,67,59.6,78.4
18871019,52,89,70.5,59.5,78.2
18871020,50,90,70,59.3,78.1
18871021,54,93,73.5,59.1,78
18871022,52,83,67.5,58.9,77.9
18871023,50,79,64.5,58.7,77.8
18871024,55,71,63,58.5,77.6
18871025,47,71,59,58.3,77.5
18871026,50,74,62,58.1,77.4
18871027,47,86,66.5,57.9,77.2
18871028,54,92,73,57.7,77.1
18871029,57,93,75,57.4,76.9
18871030,60,92,76,57.2,76.8
18871031,55,82,68.5,57,76.6
18871101,49,79,64,56.8,76.4
18871102,50,81,65.5,56.5,76.2
18871103,45,78,61.5,56.3,76
18871104,47,70,58.5,56,75.8
18871105,49,72,60.5,55.8,75.6
18871106,53,78,65.5,55.5,75.4
18871107,58,69,63.5,55.3,75.2
18871108,54,71,62.5,55,74.9
18871109,47,83,65,54.8,74.7
18871110,55,86,70.5,54.5,74.5
18871111,59,84,71.5,54.3,74.2
18871112,45,76,60.5,54,73.9
18871113,44,75,59.5,53.7,73.7
18871114,47,84,65.5,53.5,73.4
18871115,47,74,60.5,53.2,73.1
18871116,40,66,53,52.9,72.9
18871117,52,66,59,52.7,72.6
18871118,46,68,57,52.4,72.3
18871119,46,73,59.5,52.1,72
18871120,44,74,59,51.9,71.7
18871121,48,65,56.5,51.6,71.4
18871122,55,69,62,51.4,71.2
18871123,56,67,61.5,51.1,70.9
18871124,57,66,61.5,50.9,70.6
18871125,51,63,57,50.7,70.3
18871126,43,63,53,50.4,70.1
18871127,45,69,57,50.2,69.8
18871128,46,69,57.5,50,69.6
18871129,46,62,54,49.8,69.3
18871130,39,60,49.5,49.6,69.1
18871201,44,59,51.5,49.4,68.9
18871202,48,61,54.5,49.2,68.7
18871203,43,62,52.5,49.1,68.5
18871204,47,65,56,48.9,68.3
18871205,44,63,53.5,48.8,68.1
18871206,42,65,53.5,48.6,67.9
18871207,45,72,58.5,48.5,67.8
18871208,40,66,53,48.4,67.6
18871209,40,67,53.5,48.3,67.5
18871210,45,73,59,48.2,67.4
18871211,43,70,56.5,48.1,67.3
18871212,47,69,58,48,67.2
18871213,50,71,60.5,48,67.1
18871214,53,66,59.5,47.9,67
18871215,44,66,55,47.9,67
18871216,46,68,57,47.8,67
18871217,37,72,54.5,47.8,66.9
18871218,35,64,49.5,47.8,66.9
18871219,43,59,51,47.8,66.9
18871220,35,64,49.5,47.8,66.9
18871221,44,60,52,47.8,66.9
18871222,36,60,48,47.8,67
18871223,37,61,49,47.9,67
18871224,38,59,48.5,47.9,67
18871225,40,59,49.5,47.9,67.1
18871226,38,58,48,48,67.1
18871227,42,61,51.5,48,67.2
18871228,40,58,49,48,67.2
18871229,48,61,54.5,48.1,67.3
18871230,45,58,51.5,48.1,67.4
18871231,37,57,47,48.2,67.4
18880101,40,60,50,48.3,67.5
18880102,40,63,51.5,48.3,67.6
18880103,42,54,48,48.4,67.6
18880104,43,56,49.5,48.4,67.7
18880105,39,50,44.5,48.5,67.8
18880106,36,52,44,48.5,67.8
18880107,32,51,41.5,48.6,67.9
18880108,32,52,42,48.6,67.9
18880109,31,54,42.5,48.7,68
18880110,31,56,43.5,48.7,68
18880111,36,56,46,48.8,68.1
18880112,42,56,49,48.8,68.1
18880113,38,55,46.5,48.9,68.1
18880114,39,53,46,48.9,68.1
18880115,32,52,42,48.9,68.2
18880116,31,53,42,49,68.2
18880117,34,60,47,49,68.2
18880118,40,66,53,49,68.2
18880119,47,63,55,49.1,68.2
18880120,46,55,50.5,49.1,68.2
18880121,50,59,54.5,49.1,68.2
18880122,55,60,57.5,49.1,68.2
18880123,54,60,57,49.2,68.1
18880124,52,62,57,49.2,68.1
18880125,48,70,59,49.2,68.1
18880126,42,71,56.5,49.2,68.1
18880127,46,60,53,49.2,68.1
18880128,50,63,56.5,49.2,68
18880129,44,59,51.5,49.3,68
18880130,44,60,52,49.3,68
18880131,50,55,52.5,49.3,67.9
18880201,49,62,55.5,49.3,67.9
18880202,42,58,50,49.3,67.9
18880203,39,60,49.5,49.4,67.9
18880204,45,60,52.5,49.4,67.9
18880205,44,65,54.5,49.4,67.8
18880206,45,68,56.5,49.5,67.8
18880207,45,68,56.5,49.5,67.8
18880208,43,66,54.5,49.5,67.8
18880209,48,58,53,49.6,67.8
18880210,46,60,53,49.6,67.8
18880211,45,65,55,49.7,67.8
18880212,45,65,55,49.7,67.8
18880213,50,61,55.5,49.8,67.8
18880214,49,58,53.5,49.9,67.8
18880215,48,59,53.5,49.9,67.9
18880216,51,56,53.5,50,67.9
18880217,49,62,55.5,50.1,67.9
18880218,48,63,55.5,50.1,68
18880219,45,68,56.5,50.2,68
18880220,41,70,55.5,50.3,68.1
18880221,47,70,58.5,50.4,68.1
18880222,45,74,59.5,50.5,68.2
18880223,43,72,57.5,50.6,68.2
18880224,42,66,54,50.7,68.3
18880225,44,66,55,50.8,68.3
18880226,43,66,54.5,50.8,68.4
18880227,47,62,54.5,50.9,68.5
18880228,50,58,54,51,68.6
18880229,42,56,49,51.1,68.6
18880301,36,58,47,51.1,68.6
18880302,43,54,48.5,51.2,68.7
18880303,43,59,51,51.3,68.8
18880304,44,52,48,51.4,68.9
18880305,44,60,52,51.5,69
18880306,40,61,50.5,51.6,69
18880307,48,60,54,51.7,69.1
18880308,47,62,54.5,51.8,69.2
18880309,47,59,53,51.9,69.3
18880310,42,64,53,52,69.4
18880311,45,73,59,52.1,69.5
18880312,49,79,64,52.1,69.6
18880313,48,74,61,52.2,69.6
18880314,51,62,56.5,52.3,69.7
18880315,52,63,57.5,52.4,69.8
18880316,47,70,58.5,52.5,69.9
18880317,49,67,58,52.5,70
18880318,54,66,60,52.6,70.1
18880319,51,66,58.5,52.7,70.2
18880320,46,66,56,52.8,70.2
18880321,47,73,60,52.8,70.3
18880322,47,66,56.5,52.9,70.4
18880323,53,62,57.5,53,70.5
18880324,50,64,57,53,70.6
18880325,49,66,57.5,53.1,70.7
18880326,47,65,56,53.1,70.8
18880327,41,70,55.5,53.2,70.8
18880328,43,68,55.5,53.3,70.9
18880329,51,66,58.5,53.3,71
18880330,42,67,54.5,53.4,71.1
18880331,43,68,55.5,53.5,71.2
18880401,49,72,60.5,53.5,71.3
18880402,47,72,59.5,53.6,71.4
18880403,45,70,57.5,53.7,71.4
18880404,50,69,59.5,53.7,71.5
18880405,44,69,56.5,53.8,71.6
18880406,45,71,58,53.9,71.7
18880407,49,72,60.5,54,71.8
18880408,44,72,58,54,71.9
18880409,45,70,57.5,54.1,71.9
18880410,48,74,61,54.2,72
18880411,55,88,71.5,54.3,72.1
18880412,62,97,79.5,54.4,72.2
18880413,66,99,82.5,54.5,72.3
18880414,57,80,68.5,54.6,72.4
18880415,58,70,64,54.7,72.4
18880416,57,66,61.5,54.8,72.5
18880417,57,67,62,54.9,72.6
18880418,56,72,64,55,72.7
18880419,53,74,63.5,55.1,72.7
18880420,57,66,61.5,55.2,72.8
18880421,58,69,63.5,55.3,72.8
18880422,58,67,62.5,55.4,72.9
18880423,58,69,63.5,55.5,73
18880424,56,66,61,55.6,73
18880425,44,68,56,55.8,73.1
18880426,47,75,61,55.9,73.1
18880427,48,78,63,56,73.2
18880428,50,86,68,56.1,73.2
18880429,54,90,72,56.2,73.3
18880430,51,74,62.5,56.4,73.3
18880501,55,65,60,56.5,73.3
18880502,52,70,61,56.6,73.3
18880503,46,71,58.5,56.7,73.4
18880504,54,68,61,56.8,73.4
18880505,56,70,63,57,73.4
18880506,57,71,64,57.1,73.4
18880507,53,68,60.5,57.2,73.5
18880508,54,71,62.5,57.3,73.5
18880509,54,71,62.5,57.4,73.5
18880510,53,72,62.5,57.5,73.5
18880511,55,78,66.5,57.6,73.5
18880512,55,76,65.5,57.7,73.5
18880513,54,77,65.5,57.8,73.5
18880514,51,78,64.5,57.9,73.6
18880515,52,72,62,58,73.6
18880516,54,72,63,58.1,73.6
18880517,56,73,64.5,58.2,73.6
18880518,55,74,64.5,58.3,73.6
18880519,56,72,64,58.4,73.7
18880520,52,68,60,58.5,73.7
18880521,54,68,61,58.6,73.7
18880522,55,67,61,58.7,73.8
18880523,53,71,62,58.8,73.8
18880524,45,72,58.5,58.9,73.9
18880525,48,71,59.5,59,73.9
18880526,48,71,59.5,59.1,74
18880527,48,75,61.5,59.2,74.1
18880528,50,83,66.5,59.3,74.2
18880529,52,80,66,59.4,74.3
18880530,52,81,66.5,59.5,74.4
18880531,58,80,69,59.6,74.5
18880601,56,78,67,59.7,74.6
18880602,54,76,65,59.8,74.7
18880603,56,76,66,59.9,74.8
18880604,50,80,65,60,75
18880605,51,84,67.5,60.1,75.1
18880606,56,77,66.5,60.2,75.3
18880607,51,79,65,60.3,75.5
18880608,53,94,73.5,60.4,75.6
18880609,53,84,68.5,60.5,75.8
18880610,54,85,69.5,60.6,76
18880611,52,92,72,60.8,76.2
18880612,55,85,70,60.9,76.4
18880613,55,86,70.5,61,76.6
18880614,56,87,71.5,61.1,76.8
18880615,56,86,71,61.3,77
18880616,55,85,70,61.4,77.2
18880617,59,74,66.5,61.5,77.4
18880618,52,77,64.5,61.7,77.6
18880619,54,80,67,61.8,77.9
18880620,54,87,70.5,62,78.1
18880621,56,92,74,62.1,78.3
18880622,62,84,73,62.2,78.5
18880623,61,78,69.5,62.4,78.7
18880624,61,79,70,62.5,78.9
18880625,60,81,70.5,62.6,79.2
18880626,62,78,70,62.8,79.4
18880627,61,80,70.5,62.9,79.6
18880628,62,79,70.5,63.1,79.8
18880629,61,82,71.5,63.2,79.9
18880630,57,82,69.5,63.3,80.1
18880701,55,89,72,63.4,80.3
18880702,61,86,73.5,63.6,80.5
18880703,62,88,75,63.7,80.7
18880704,62,88,75,63.8,80.8
18880705,64,87,75.5,63.9,81
18880706,63,86,74.5,64,81.1
18880707,62,84,73,64.1,81.3
18880708,59,85,72,64.2,81.4
18880709,53,88,70.5,64.3,81.5
18880710,58,79,68.5,64.4,81.6
18880711,61,83,72,64.5,81.7
18880712,49,86,67.5,64.6,81.8
18880713,51,91,71,64.7,81.9
18880714,56,94,75,64.7,82
18880715,60,95,77.5,64.8,82.1
18880716,60,91,75.5,64.9,82.2
18880717,62,86,74,64.9,82.3
18880718,62,85,73.5,65,82.3
18880719,59,89,74,65,82.4
18880720,65,88,76.5,65.1,82.5
18880721,62,95,78.5,65.1,82.5
18880722,60,93,76.5,65.2,82.6
18880723,61,90,75.5,65.2,82.6
18880724,62,86,74,65.2,82.7
18880725,60,86,73,65.3,82.7
18880726,56,85,70.5,65.3,82.8
18880727,54,87,70.5,65.3,82.8
18880728,60,86,73,65.3,82.9
18880729,56,87,71.5,65.3,82.9
18880730,60,84,72,65.3,83
18880731,62,83,72.5,65.4,83
18880801,54,86,70,65.4,83.1
18880802,51,88,69.5,65.4,83.1
18880803,53,92,72.5,65.4,83.2
18880804,55,94,74.5,65.4,83.3
18880805,58,94,76,65.4,83.3
18880806,59,91,75,65.4,83.4
18880807,61,87,74,65.4,83.5
18880808,61,87,74,65.4,83.5
18880809,61,84,72.5,65.4,83.6
18880810,58,90,74,65.4,83.7
18880811,57,90,73.5,65.4,83.7
18880812,61,94,77.5,65.4,83.8
18880813,61,97,79,65.4,83.9
18880814,60,91,75.5,65.4,83.9
